Food_items,VegNovVeg,Junk Food,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars,Link
chana masala,0,0,565,10.4,18.5,3.51,84.0,300.0,311.0,92.0,7.3,0.0,0.1,https://th.bing.com/th/id/R.bcb7c59635fe9e47bf5cd1f614a482c5?rik=6CeXo26K7zjB8A&pid=ImgRaw&r=0
Digestive Biscuits,0,0,71,3.1,1.1,0.0,0.0,0.1,0.0,9.3,0.5,0.0,0.0,https://th.bing.com/th/id/R.220fb9ee468791d81246d95270d30576?rik=8Jh8DIqDFypwNQ&riu=http%3a%2f%2f4.bp.blogspot.com%2f-nM0rpDB2YMQ%2fT2mNlFLLTWI%2fAAAAAAAAAPY%2foGQaBeNa4zM%2fs1600%2fIMG_0494.jpg&ehk=iS2SD6CnJJj%2fSZ05mcRE0uMDnMw%2f7cByiQ1sYRQyO6o%3d&risl=&pid=ImgRaw&r=0
Hide and Sick,0,0,750,27.0,9.0,2.7,0.0,165.0,0.0,120.0,0.0,0.0,63.0,https://th.bing.com/th/id/R.220fb9ee468791d81246d95270d30576?rik=8Jh8DIqDFypwNQ&riu=http%3a%2f%2f4.bp.blogspot.com%2f-nM0rpDB2YMQ%2fT2mNlFLLTWI%2fAAAAAAAAAPY%2foGQaBeNa4zM%2fs1600%2fIMG_0494.jpg&ehk=iS2SD6CnJJj%2fSZ05mcRE0uMDnMw%2f7cByiQ1sYRQyO6o%3d&risl=&pid=ImgRaw&r=0
Donuts,0,0,310,18.0,4.0,1.44,60.0,350.0,0.0,32.0,1.0,0.0,11.0,https://th.bing.com/th/id/R.220fb9ee468791d81246d95270d30576?rik=8Jh8DIqDFypwNQ&riu=http%3a%2f%2f4.bp.blogspot.com%2f-nM0rpDB2YMQ%2fT2mNlFLLTWI%2fAAAAAAAAAPY%2foGQaBeNa4zM%2fs1600%2fIMG_0494.jpg&ehk=iS2SD6CnJJj%2fSZ05mcRE0uMDnMw%2f7cByiQ1sYRQyO6o%3d&risl=&pid=ImgRaw&r=0
Sel Roti,0,1,400,15.0,5.0,2.0,20.0,100.0,120.0,60.0,1.0,0.0,10.0,https://th.bing.com/th/id/R.fddedbeb49dce7f80cbfcba580e17472?rik=0Ehu57UF4QH%2brw&riu=http%3a%2f%2f4.bp.blogspot.com%2f-U2YMB2pVKZc%2fU3Q36eosCgI%2fAAAAAAAABXk%2flZxHggvhdmM%2fs1600%2fDSC04152.JPG&ehk=FmAnQEMl4kHIKqMoQ1Y%2bd4bBeVywA0dtCM6Tr7BMrcI%3d&risl=&pid=ImgRaw&r=0
Fapar ko Roti,0,0,180,3.0,6.0,1.9,25.0,30.0,170.0,32.0,4.0,0.0,1.0,https://th.bing.com/th/id/R.131dd9095fd44de9b4a76d89fc3279fe?rik=snyP0TEHuVgO%2bA&pid=ImgRaw&r=0
Gundruk,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.oC64DUbT1U97EyMAZnhKSAHaHQ?rs=1&pid=ImgDetMain
Dhido,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.f_RdQv21gKwT1pKdliwRSgHaEK?rs=1&pid=ImgDetMain
Sel Roti,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.DlaBlK6_jVMr6bCg2kUaHwHaMJ?rs=1&pid=ImgDetMain
Yomari,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://i.ytimg.com/vi/gzQG5tn1I-Q/maxresdefault.jpg
Chatamari,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.b6c0c8bbbfb43e102fdc915d54e498a4?rik=KKzuHSc2c2KAeA&riu=http%3a%2f%2f4.bp.blogspot.com%2f-C2LjndnKnx8%2fU6jIDtL0SrI%2fAAAAAAAABwk%2fWHWi23Rg3ms%2fs1600%2fDSC04733.JPG&ehk=zS5VePcy1DS2CgQs3IhQKIRhR4LtN4lFuZ64RnWtPKs%3d&risl=&pid=ImgRaw&r=0
Sinki,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://ik.imagekit.io/shortpedia/Voices/wp-content/uploads/2021/05/sinki-soup.jpg
Kodo ko Roti,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.r2FtKgqrPxTjyfpdfcvhlwHaE5?rs=1&pid=ImgDetMain
Aloo Tama,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://www.nepalholiday.com/wp-content/uploads/2024/06/Aloo-Tama.webp
Bhakka,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.dq85wUyo79DXUxEf5gQMtgHaE8?rs=1&pid=ImgDetMain
Bara,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.3abe4138af41a659c0b36d361a4297ba?rik=rEPrRqUuNKjGMg&riu=http%3a%2f%2fsanascarte.com%2fwp-content%2fuploads%2f2022%2f04%2fDSC_0117-1536x1024.jpg&ehk=JTgDQafFsG2FMxVQlNGsWNc0cIQbHV7P4V15wyD49vI%3d&risl=&pid=ImgRaw&r=0
Thukpa,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.0cc76c62bdb4fdd751aeaebc9cd261f9?rik=qkRDtWkb8kQm5w&pid=ImgRaw&r=0
Momo,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://i.pinimg.com/originals/11/53/fa/1153fa2bf47479abe9d9609483375fe3.jpg
Choila,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.Wtpuy6mJVMJnUNl5gFlV9AHaE8?rs=1&pid=ImgDetMain
Sukuti,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://junifoods.com/wp-content/uploads/2024/06/Sukuti-sadheko-nepali-recipe-dried-buffalo-meat-2.jpg
Kwati,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://english.onlinekhabar.com/wp-content/uploads/2021/08/A-bowl-of-Kwati-768x488.jpg
Juju Dhau,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.7494c94602670ac3694586f9cfaa611a?rik=93r5oBcwOknOiw&pid=ImgRaw&r=0
Samay Baji,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://www.altitudehimalaya.com/media/files/Blog/Food/Samay-Baji-Newari-Khaja-Set.jpeg
Chhurpi,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://en-media.thebetterindia.com/uploads/2023/06/chhurpi-2-1686316784.jpg
Kinema,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.e890310cfa64f8e8142fd7622eaa31d0?rik=cc%2fj7mnyxoX3cA&pid=ImgRaw&r=0
Phulaurah Gundruk,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.HjaBKe5kZoGWoxvIFHBPTwHaJL?rs=1&pid=ImgDetMain
Piro Aloo,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://a-cloud.b-cdn.net/media/iW=1200&iH=630/2eb1d759c677837b009d537189dd3c65.jpg
Tama Bodi,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.79spZeICsBG4ExLyZvNDYQHaHa?rs=1&pid=ImgDetMain
Thenthuk,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.9247e74661418a145453b8ac5a9f3f82?rik=D7RW855wDLjsCw&riu=http%3a%2f%2f4.bp.blogspot.com%2f-HF2E5TYuPOU%2fU6h1zs67yxI%2fAAAAAAAAjb4%2fYN-hX0nJEC8%2fs1600%2fThenthuk%2bsoup.NEF.jpg&ehk=kvl%2f4bc4Rvlfzg1Lx0SFJPCL1tFNDfLuVwhpFTQi5aE%3d&risl=&pid=ImgRaw&r=0
Fapar ko Roti,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://1.bp.blogspot.com/-1oqlXOAR0WA/VhHDjvSP4QI/AAAAAAAAUbs/HT0a7Hd9iKU/s1600/1-IMG_0042.JPG
Masyaura,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.U1amrOT-HwtQ2vTGw3VfXAHaIA?rs=1&pid=ImgDetMain
Bamboo Shoot Curry,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.VKCR-23AKhM6x6s9NBfZ6wHaE8?rs=1&pid=ImgDetMain
Tilhari,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://i.ytimg.com/vi/2drFIRaCnw8/maxresdefault.jpg
Ghonghi,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://i.ytimg.com/vi/i7cTBL2XugI/maxresdefault.jpg
Sisnu Soup,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.e94e4884da48d60a811dbe5a1b9f204d?rik=9leFfg10Jfndzg&pid=ImgRaw&r=0
Rildok,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.9LkfhcSsJE_BsntmR0sjnQHaFA?rs=1&pid=ImgDetMain
Batuk,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://assets-api.kathmandupost.com/thumb.php?src=https://assets-cdn.kathmandupost.com/uploads/source/news/2020/lifestyle/batuk-1598575672.jpg&w=900&height=601
Pakhala Bhat,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.EESMZjXRTOVPFHMufVKLRwHaFP?rs=1&pid=ImgDetMain
Kanchemba,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://www.thegundruk.com/wp-content/uploads/2016/06/Kanchemba-Thakali-Buckwheat-Fries.jpg
Tama Curry,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.kxnQ_ulYIbVEECEMh6yoDQHaFU?rs=1&pid=ImgDetMain
Karkalo Curry,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.Ptbp38GgMHA26WOGkYAgBgHaEK?rs=1&pid=ImgDetMain
Buckwheat Pancake,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.cf4169ddeaba81a952ae2495607cff50?rik=Sk7c%2fbptTiy5%2bA&pid=ImgRaw&r=0
Chukauni,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.9b4680e5e4877c9294d10f101ebf6645?rik=MWUY%2bHQGdgmWFw&riu=http%3a%2f%2f3.bp.blogspot.com%2f-D0Ali4gVNvM%2fUf5ix85To6I%2fAAAAAAAAAFQ%2fnazXZbDQlxY%2fs1600%2fDSC05987.JPG&ehk=VW%2f3ATr1dScBzDE9OkEkVK7nKlpmROWZagdrkcD5I8o%3d&risl=&pid=ImgRaw&r=0
Lapsi Candy,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://www.muncha.com/img/l93767.jpg
Khir,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.CqLYTVpVU7QIWUf_NUb2RAHaE8?rs=1&pid=ImgDetMain
Aalu Achaar,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.7oSIugnjeGjGRQCDWBT_zgHaEw?rs=1&pid=ImgDetMain
Aaila,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://c8.alamy.com/comp/PJTAMY/asian-cuisine-fried-noodle-with-beef-PJTAMY.jpg
Bhuteko Makai,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://thumbs.dreamstime.com/z/fried-corn-indian-breakfast-winter-break-steel-bowl-dry-bhuteko-makai-bhuta-bhutta-family-village-180782115.jpg
Roti Tarkari,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.fN7gzhjc7cK5CjX3SLdmkwHaE7?rs=1&pid=ImgDetMain
Phini Roti,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.KLov3ssoBesXExCrGkcSewHaEO?rs=1&pid=ImgDetMain
Malpuwa,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/R.2e6a26ca8db986462c313e1f55fe1aba?rik=28WIJseuJSfuNw&pid=ImgRaw&r=0
Aloo Sadeko,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.MBp93bwrz3330Zk7Nt9GGwHaHa?rs=1&pid=ImgDetMain
Bhatmas Sadeko,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://chaosofflavor.com/wp-content/uploads/2023/03/Bhatmas-sadeko.png
Kera Kofta,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://i.ytimg.com/vi/bQfmHVyaRpY/maxresdefault.jpg
Bodi Ko Tarkari,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://th.bing.com/th/id/OIP.OIOV-BmAASbwfC0DwPMPtwHaLK?rs=1&pid=ImgDetMain
Siltung,0,0,150,5.0,4.0,1.0,20.0,50.0,200.0,30.0,3.0,0.0,5.0,https://i.ytimg.com/vi/VTY5yBvMX0c/oar2.jpg?sqp=-oaymwEkCJUDENAFSFqQAgHyq4qpAxMIARUAAAAAJQAAyEI9AICiQ3gB&rs=AOn4CLCQpzhmJzA_dl4FJHZWiCgBuffavg
